image_id,id,caption,image
106671,610277,Many kites are soaring high above the landscape.,000000106671.jpg
106677,263676,People walking outside crossing through a street at crosswalk,000000106677.jpg
106677,263187,people walking on a street with a traffic light above,000000106677.jpg
106677,259863,A group of people crossing on a street under traffic lights.,000000106677.jpg
106677,247404,Traffic lights and people walking as other on a crane continue with their work,000000106677.jpg
106677,259923,A crowd of people crossing across a street.,000000106677.jpg
106714,340905,A sausage sandwich with pickles and tomatoes in next to two other sausage sandwiches with sauerkraut with fries on side.,000000106714.jpg
106714,345135,Hot dogs and french fries sit in paper containers on a black table.,000000106714.jpg
106714,348096,There are some hot dog rolls with different toppings,000000106714.jpg
106714,339120,Three subs stuffed with food next to sum fries .,000000106714.jpg
106714,338646,A wooden table topped with lots of sandwiches and hot dogs.,000000106714.jpg
106722,302293,a bus with people is driving down the street,000000106722.jpg
106722,303874,A large green bus transporting passengers through a city,000000106722.jpg
106722,307579,A light blue bus traveling down a street next to tall buildings.,000000106722.jpg
106722,301372,The large green city bus is driving on a road.,000000106722.jpg
106722,304606,A middle-aged man driving a green bus down a street,000000106722.jpg
106736,621436,Blue plate holding a mound of chocolate deserts. ,000000106736.jpg
106736,627466,Donuts on a plate with candles and decorations,000000106736.jpg
106736,626506,A bowl of cookies topped with multi-colored candies with candles placed in it.,000000106736.jpg
106736,629353,A number of frosted cookies with candles on a blue plate.,000000106736.jpg
106736,628729,The plate has many small donuts with candles on them.,000000106736.jpg
106739,219001,A baby is walking by a low stop sign in the city.,000000106739.jpg
106739,219934,A man and young child walk on the street next to a stop sign.,000000106739.jpg
106739,203323,a person holding a stop sign with a young child near by,000000106739.jpg
106739,200689,A man and child near a short stop sign.,000000106739.jpg
106739,202669,A man and a small child in front of a stop sign.,000000106739.jpg
106748,602304,A baby in a seat next to a pink and a blue teddy bear.,000000106748.jpg
106748,600267,A toddler sitting between two large stuff animals.,000000106748.jpg
106748,599991,A baby sitting between two giant blue and pink teddy bears.,000000106748.jpg
106748,603906,The stuffed bears are much larger than the baby.,000000106748.jpg
106748,597555,a baby sitting between two giant teddy bears,000000106748.jpg
106754,15892,A white cow grazing above the tide line at the beach.,000000106754.jpg
106754,1156,A cow on a rope  eating grass by the ocean.,000000106754.jpg
106754,820252,A cow eats some grass next to the beach ,000000106754.jpg
106754,8731,Tied up cow eating grass by the beach.,000000106754.jpg
106754,10525,Grey bull is grazing in a green field along the coastline,000000106754.jpg
106755,634261,The man on the boat has plenty of fresh fruit for sale.,000000106755.jpg
106755,634768,a person sitting on a boat while looking at the food he's transporting,000000106755.jpg
106755,632362,The Asian market has a large quantity of pears available as well as other produce.,000000106755.jpg
106755,634489,A woman sitting in a shallow canoe in the floating market.,000000106755.jpg
106755,634237,A person on a boat in the river full of fruit.,000000106755.jpg
106769,124164,A zebra laying in a grass field life less.,000000106769.jpg
106769,126396,A zebra down on the ground being eaten by a wild animal.,000000106769.jpg
106769,173679,Two animals are lying in talk green grass.,000000106769.jpg
106769,123153,Lion on the side of the road eating a zebra. ,000000106769.jpg
106769,171996,A lion in tall grass with a zebra.,000000106769.jpg
106772,140188,A young boy in the kitchen making macaroni and cheese on the stove top.,000000106772.jpg
106772,140395,a small child in a kitchen cooking macaroni and cheese in a pot,000000106772.jpg
106772,143674,A little boy is making macaroni and cheese on a stool.,000000106772.jpg
106772,136444,"A small child cooking some macaroni and cheese
",000000106772.jpg
106772,146563,A small boy is making a pan of macaroni and cheese.,000000106772.jpg
106794,304575,A horse and carriage ride near a pink building and traffic signs.,000000106794.jpg
106794,313074,a man with a hat driving a horse and cart,000000106794.jpg
106794,305853,An old time buggy being pulled down the street by a horse.,000000106794.jpg
106794,306510,A person driving a horse drawn carriage down a street.,000000106794.jpg
106794,312435,"Horse drawn tourist carriage, with only a driver, on a street.",000000106794.jpg
106804,596933,a male in a black shirt is drinking from a glass,000000106804.jpg
106804,744581,There is a man drinking out of a glass.,000000106804.jpg
106804,596243,A young person is about to drink something. ,000000106804.jpg
106804,748411,A man that is holding a wineglass to his mouth.,000000106804.jpg
106804,748441,A man drinking a glass of wine while looking at the camera. ,000000106804.jpg
106805,490614,Street signs outside across the street from a lot of wind mills. ,000000106805.jpg
106805,496392,A stop sign is at an intersection with wind turbines in the background. ,000000106805.jpg
106805,490242,A far away view of a bunch of solar wind turbines.,000000106805.jpg
106805,484062,A stop sign on a curved road near a wind farm,000000106805.jpg
106805,493350,A stop sign by the corner of the road with a wind farm in the background. ,000000106805.jpg
106813,210843,People are standing on the beach with kites.,000000106813.jpg
106813,207978,A man with a windsail on a crowded beach,000000106813.jpg
106813,199173,A man holding a large kite near the ocean.,000000106813.jpg
106813,209898,Many people prepping large kites on a beach.,000000106813.jpg
106813,205071,Group of people setting up wind surfing equipment on the beach. ,000000106813.jpg
106834,228251,A stop sign is standing on on the border of a field.,000000106834.jpg
106834,216683,A stop sign sits near a fence that surrounds a field.,000000106834.jpg
106834,217265,Stop sign sits in front of gated yard. ,000000106834.jpg
106834,221846,A red stop sign sitting in front of a wire fence.,000000106834.jpg
106834,219188,Odd stop sign in front of a caged field.,000000106834.jpg
106902,164216,A white freezer refrigerator sitting in a kitchen next to a window.,000000106902.jpg
106902,160586,A very clean kitchen that is in a house.,000000106902.jpg
106902,171224,"A kitchen, including a refrigerator, sink, stove, and cabinets.",000000106902.jpg
106902,174578,A galley kitchen with a fridge and red microwave.,000000106902.jpg
106902,165584,"A white kitchen with a range, dishwasher, and fridge.",000000106902.jpg
106915,115510,A picture of some food in a basket.,000000106915.jpg
106915,97822,Various fruits and vegetables inside of a container.,000000106915.jpg
106915,107563,"A box holds an assortment of vegetables such as bok choy, peppers, and broccoli.",000000106915.jpg
106915,110521,An open box full of fruist and vegetables,000000106915.jpg
106915,105697,A cardboard box carrying various vegetables and fruits.,000000106915.jpg
107009,92083,A man holding a donut standing over a platter of donuts.,000000107009.jpg
107009,76240,A man at a table picking out a donut.,000000107009.jpg
107009,84889,Man getting donuts from a white plate on table. ,000000107009.jpg
107009,76930,A man getting a donut from a tray of donuts.,000000107009.jpg
107009,77869,A man picks up a donut off of a platter,000000107009.jpg
108548,492257,Two toilets in a bathroom next to two sinks.,000000108548.jpg
108548,491930,a room with two toilets and well cleaned,000000108548.jpg
108548,488048,a bathroom with two sinks and two toliets,000000108548.jpg
108548,493484,A fancy restroom with two toilets and two sinks.,000000108548.jpg
108548,486842,Two toilets are in a restroom with a vanity with dual sinks.,000000108548.jpg
108695,150536,Several crafting items laid out on a white linen.,000000108695.jpg
108695,151052,Many crafting supplies laid out on a towel.,000000108695.jpg
108695,150524,An assortment of tools is displayed on a towel.,000000108695.jpg
108695,148550,A few items laid out on a towel on a table.,000000108695.jpg
108695,146183,Some scissors and other items that are on a table.,000000108695.jpg
108739,93253,Little girl brushing her teeth with a green electric tooth brush.,000000108739.jpg
108739,98287,The blonde child has a piece of plastic jammed in her mouth.,000000108739.jpg
108739,92245,a young girl holding a toothbrush in her mouth,000000108739.jpg
108739,92332,a close up of a small child brushing her teeth,000000108739.jpg
108739,93082,Young girl brushing teach with electric tooth brush.,000000108739.jpg
110606,159505,A bear sticks out its tongue while climbing.,000000110606.jpg
110606,145099,A black bear perched on a wooden beam.,000000110606.jpg
110606,151945,a black bear sitting on some wood with its tongue out,000000110606.jpg
110606,147835,A moon bear sitting up on a wooden structure with its tongue out.,000000110606.jpg
110606,160936,a black bear sitting on a pole with its tongue out,000000110606.jpg
110765,765321,a pair of scissors is laying on the ground,000000110765.jpg
110765,764118,A person is making a pattern on the floor with tape.,000000110765.jpg
110765,764304,Tape on floor in interesting artistic design with experimenting colors.,000000110765.jpg
110765,768624,Colored tape being laid in a pattern on a floor.,000000110765.jpg
110765,764646,Someone who is putting colorful tape on the ground.,000000110765.jpg
111737,790264,some steel pots sitting in counters under the sink ,000000111737.jpg
111737,785596,"A kitchen sink, stove, toaster, pots, and pans.",000000111737.jpg
111737,784159,a kitchen with a stove and a sink,000000111737.jpg
111737,791506,Clean kitchen with plain white sink near wouldn't counter,000000111737.jpg
111737,784483,A kitchen with a white sink and a faucet.,000000111737.jpg
112865,710037,there are many parking meters that are covered in the snow,000000112865.jpg
112865,717654,A snow-covered street with many parking meters is pictured.,000000112865.jpg
112865,715191,A line of parking meters stand near a city street.,000000112865.jpg
112865,709566,A row of snow covered parking meters sitting in the snow.,000000112865.jpg
112865,711735,There is snow on top of the parking meters. ,000000112865.jpg
114692,527179,Two individuals underneath an umbrella standing next to a wet street. ,000000114692.jpg
114692,524353,a couple of people walking down the street,000000114692.jpg
114692,529378,The people are standing under the umbrella in the rain.,000000114692.jpg
114692,520588,A couple of people walking across a street holding an umbrella.,000000114692.jpg
114692,526060,Rain makes the brick streets shiny and dramatic,000000114692.jpg
114694,724313,a teddy bear on a table under a lamp,000000114694.jpg
114694,728957,A little bear sits silently on a nightstand.,000000114694.jpg
114694,728564,"A teddy near leans up against a lamp, on a desk.",000000114694.jpg
114694,719969,A brown teddy bear sitting on top of a table.,000000114694.jpg
114694,720227,an old teddy bear is by a lamp,000000114694.jpg
114697,165275,A young baseball player swing at a baseball.,000000114697.jpg
114697,162341,A young man holding a baseball bat on a field.,000000114697.jpg
114697,162932,A young boy playing baseball on a green field,000000114697.jpg
114697,167669,A young boy at home plate just getting ready to hit a baseball,000000114697.jpg
114697,162065,A boy swings a bat while playing baseball. ,000000114697.jpg
114698,443367,A train is parked at what appears to be a train station. ,000000114698.jpg
114698,825647,Two train cars are stopped next to a stone wall.,000000114698.jpg
114698,451317,A cable car in front of a tall building.,000000114698.jpg
114698,443559,A train section sitting on the train tracks.,000000114698.jpg
114698,440667,A red train beside a fence and other items. ,000000114698.jpg
114701,659421,a bunch of bags that are sitting in the snow,000000114701.jpg
114701,662421,a large amount of luggage sitting out in the snow ,000000114701.jpg
114701,663462,a bunch of bags are piled up in the snow,000000114701.jpg
114701,662934,Luggage and skiing gear sit on snow covered ground.,000000114701.jpg
114701,658572,A large pile of luggage sitting outside in a snow storm.,000000114701.jpg
114703,689432,A man in a black shirt doing a trick on a skateboard.,000000114703.jpg
114703,687773,Boy skate boarding off cement bench in cement building.,000000114703.jpg
114703,687758,A skateboarder trying to do a trick. ,000000114703.jpg
114703,689234,A skateboarder performing a trick in a building.,000000114703.jpg
114703,688961,A guy jumping a skateboard off a bench in and indoor park.,000000114703.jpg
114705,775021,Seven people practicing tennis on a clay tennis court.,000000114705.jpg
114705,772504,some people are on a tennis court playing tennis,000000114705.jpg
114705,769501,Several children practice their tennis skills on a court.,000000114705.jpg
114705,776041,Young children practice tennis together as a large group. ,000000114705.jpg
114705,773875,Several youth with tennis rackets on a outdoor tennis court.,000000114705.jpg
114710,648611,A woman smiles while standing in front of a sheep. ,000000114710.jpg
114710,647159,A lady is smiling for the camera in front of a sheep.,000000114710.jpg
114710,645494,A person standing by a fence with a sheep.,000000114710.jpg
114710,646007,a woman is standing next to a goat,000000114710.jpg
114710,648587,A young woman smiles in front of a sheep.,000000114710.jpg
114710,646424,A woman smiles while standing near a sheep.,000000114710.jpg
114717,64692,A brown teddy bear sitting next to a small baby.,000000114717.jpg
114717,66381,A small baby is smiling at a teddy bear.,000000114717.jpg
114717,55767,An infant lying on a bed staring at a teddy bear.,000000114717.jpg
114717,53736,A baby is glancing and smiling at a teddy bear.,000000114717.jpg
114717,53244,A baby is looking at a teddy bear that is next to it.,000000114717.jpg
114718,820051,A man lets a cow out from a gate as others watch it. ,000000114718.jpg
114718,743096,A black cow being let out of a cage with several people standing around. ,000000114718.jpg
114718,742487,A person releases a cow while others watch.,000000114718.jpg
114718,742646,Several people look on as a man lets a cow through a fence.,000000114718.jpg
114718,737519,A black cow walking along a dirt road.,000000114718.jpg
114726,170064,A cat perching on top of an open door.,000000114726.jpg
114726,149265,A black and white cat sitting on top of cabinets.,000000114726.jpg
114726,173061,an image of a cat perched on top of a wooden ledge,000000114726.jpg
114726,178161,A black and white kitten perched on top of a door.,000000114726.jpg
114726,180534,a close up of a cat on top of a door ,000000114726.jpg
114728,515088,An interjet commercial plane flying in the air.,000000114728.jpg
114728,397392,A passenger plane is flying through the sky.,000000114728.jpg
114728,518748,A commercial airplane preparing to land at the airport.,000000114728.jpg
114728,514920,An airplane is flying in the sky with its landing gear out.,000000114728.jpg
114728,515409,"Jet airliner, in flight, with extended landing gear and flaps, preparing to land.",000000114728.jpg
114729,126969,A laptop with a colorful screen is sitting on a glass top desk.,000000114729.jpg
114729,120363,The desk has a glass top on it.,000000114729.jpg
114729,109086,A modern glass desk with a laptop and docked smartphone.,000000114729.jpg
114729,118671,a glass top desk with a laptop open on it,000000114729.jpg
114729,125559,A laptop with a phone sits on a desk.,000000114729.jpg
114732,278937,a couple of guys in a boat and one is holding an apple,000000114732.jpg
114732,279849,There are two men on a boat one of them has a yellow rain jacket on,000000114732.jpg
114732,277890,Two men on a boat in the water.,000000114732.jpg
114732,269409,Two men standing on a boat in the water.,000000114732.jpg
114732,276387,Two men in hats on a boat during rain.,000000114732.jpg
114744,243746,"A woman standing under a balcony in the rain carrying an umbrella, as the traffic goes by.",000000114744.jpg
114744,244907,Looking out at heavy rain on the street from a restaurant canopy,000000114744.jpg
114744,243773,The people are trying to wait out the rain storm. ,000000114744.jpg
114744,247529,A photo of people walking the sidewalk holding umbrellas. ,000000114744.jpg
114744,243389,People stand under umbrellas in the rain next to a motorcycle.,000000114744.jpg
114745,639991,A picture of someone in a gorilla suite doing stunts on a skate board. ,000000114745.jpg
114745,635287,A skate boarder is on the edge of an empty pool doing a trick.,000000114745.jpg
114745,636865,A man riding down the side of a skateboard ramp.,000000114745.jpg
114745,637015,Someone in a mascot's costume riding a skate board.,000000114745.jpg
114745,633571,Skateboarder dressed in animal costume in the middle of a stunt at a skate park.,000000114745.jpg
114748,117318,A picture of a very nice clean kitchen.,000000114748.jpg
114748,120525,The silver fridge has magnets on its side.,000000114748.jpg
114748,125817,a normal kitchen that looks used a lot.,000000114748.jpg
114748,119115,A kitchen with basic appliances and nice wooden cabinets.,000000114748.jpg
114748,129798,A kitchen complete with a refrigerator and a sink.,000000114748.jpg
114749,101968,A blue vase filled with pink and purple flowers.,000000114749.jpg
114749,829340,A painting depicts a blue vase with red and purple flowers inside it.,000000114749.jpg
114749,83440,A blue vase sitting on a white counter with purple and red flowers.,000000114749.jpg
114749,95923,A painting of a blue vase filled with purple flowers.,000000114749.jpg
114749,84991,A painted picture of a blue vase filled with flowers,000000114749.jpg
114759,13938,A man assuming a stance to hit a tennis ball.,000000114759.jpg
114759,22029,"A gentleman doing a ""happy dance"" during a tennis competition.",000000114759.jpg
114759,9045,A tennis player is poised in position with racquet upheld.,000000114759.jpg
114759,8214,A man holding a tennis racket while playing a game of tennis.,000000114759.jpg
114759,20898,A man playing tennis at a tennis match.,000000114759.jpg
114776,379257,"An old, light colored Mustang parked outside of a house.",000000114776.jpg
114776,372555,A beige car sits outside of a house.,000000114776.jpg
114776,379698,A tan muscle car sits outside a home on a gravel drive.,000000114776.jpg
114776,373404,Old muscle car sitting out in the front yard,000000114776.jpg
114776,379386,A car parked in front of a house.,000000114776.jpg
114784,372552,A large long train on a steel track.,000000114784.jpg
114784,369561,a modern train coming down a train track,000000114784.jpg
114784,370572,a train  on tracks close to the platform,000000114784.jpg
114784,370911,A photo taken from a train platform with a train coming.,000000114784.jpg
114784,366555,Train engine pulling into a station at dusk. ,000000114784.jpg
114786,243013,a couple holding a knife together as they cut a cake ,000000114786.jpg
114786,243484,A couple cutting a wedding cake with a knife.,000000114786.jpg
114786,220918,A newly married couple cutting their wedding cake.,000000114786.jpg
114786,239779,A girl watching a cake being cut by two people.,000000114786.jpg
114786,239845,Two hands are holding a knife over a wedding cake.,000000114786.jpg
114788,457969,A person standing with a shot glass and a remote.,000000114788.jpg
114788,458152,"A young man playing bowling on the Wii, also has a shot in hand. ",000000114788.jpg
114788,457087,A man playing a video game and holding a shot glass.,000000114788.jpg
114788,824927,a man that is playing wii and drinking a shot,000000114788.jpg
114788,460972,a guy standing in front of the wii with a shot glass in his hand,000000114788.jpg
114790,827419,a shirtless child has a blue tooth brush in its mouth,000000114790.jpg
114790,464921,A small infant standing next to a bathtub that has running water and the infant has a toothbrush in it's mouth.,000000114790.jpg
114790,462149,A small child standing with a toothbrush in hand.,000000114790.jpg
114790,470915,A chubby toddler is learning to brush his teeth on his own.,000000114790.jpg
114790,466118,A toddler is brushing his teeth in a bathroom. ,000000114790.jpg
114801,692063,A little leaguer tagging another player with a baseball.,000000114801.jpg
114801,702947,A child laying on its stomach at a baseball game's base.,000000114801.jpg
114801,695786,a kid sliding into a base and being tagged.,000000114801.jpg
114801,699572,a man on the ground playing base ball,000000114801.jpg
114801,701864,A baseball player slid into home base and the catcher is tagging him to get him out meanwhile the pitcher is looking intently at the plate.,000000114801.jpg
114807,141048,A banana sandwich sits on a plate with an apple and kiwi.,000000114807.jpg
114807,137229,A plate topped with fruit bread and chocolate sauce.,000000114807.jpg
114807,131952,"A breakfast plate containing toast, bananas, an apple and a Kiwi.",000000114807.jpg
114807,142836,The sandwich is on a white plate next to fruit with knife and spoons.,000000114807.jpg
114807,134922,"a plate with bread, banana, cheese, apple and kiwi on it",000000114807.jpg
114815,828688,Two tall giraffes are next to an enclosure and trees.,000000114815.jpg
114815,829219,Two giraffes stand in the foreground with trees in the background. ,000000114815.jpg
114815,739677,A couple of giraffe standing on top of a field.,000000114815.jpg
114815,828256,Two giraffes standing in a large green field.,000000114815.jpg
114815,742776,Two grown giraffes travelling on a residential street.,000000114815.jpg
114820,338840,A man in yellow shirt and white shorts playing tennis.,000000114820.jpg
114820,329126,A tennis player holding a tennis ball and racquet on a tennis court.,000000114820.jpg
114820,337904,A man standing on a tennis court holding a racquet.,000000114820.jpg
114820,341813,A man preparing to serve a tennis ball in a tennis game.,000000114820.jpg
114820,342776,A tennis player positions himself to throw the ball.,000000114820.jpg
114822,127299,A woman is cross country skiing on a path.,000000114822.jpg
114822,129834,The cross country skier is standing in the snow.,000000114822.jpg
114822,131601,A woman wearing skis poses for the camera.,000000114822.jpg
114822,134877,a person on skis holding ski poles smiles at the camera,000000114822.jpg
114822,117135,A person that is about to ski in the snow.,000000114822.jpg
114828,582637,a man hanging onto his skateboard as he does a jump,000000114828.jpg
114828,581887,a male skateboarder in a white shirt doing a trick,000000114828.jpg
114828,572314,A man is jumping while holding onto the bottom of a skateboard.,000000114828.jpg
114828,573949,an adult male jumping with his skateboard in the air,000000114828.jpg
114828,578911,A close up view of a guy in the air holding a skateboard.,000000114828.jpg
114829,772476,A train driving on a bridge over water and grass.,000000114829.jpg
114829,774243,A train is crossing a trestle over water,000000114829.jpg
114829,771066,a train is crossing a brown bridge and some trees and water,000000114829.jpg
114829,772701,"A train passing down a bridge, on a track.",000000114829.jpg
114829,767979,A train that is sitting on a bridge over water.,000000114829.jpg
114830,132916,A surfer riding a large wave on his surf board.,000000114830.jpg
114830,117883,A person that is surfing in the ocean by a wave.,000000114830.jpg
114830,137737,a person standing on a surfboard while riding a wave.,000000114830.jpg
114830,127495,a person riding a surf board on a wave,000000114830.jpg
114830,157483,a person surfing on a big wave on the beach,000000114830.jpg
114843,190026,A woman riding on the back of a brown horse.,000000114843.jpg
114843,198858,A woman is riding a brown horse along a track.,000000114843.jpg
114843,204759,A woman wearing a helmet is riding a horse.,000000114843.jpg
114843,192318,A woman rides atop a trotting horse. ,000000114843.jpg
114843,207207,Woman riding on the back of a large brown horse. ,000000114843.jpg
114844,720631,A double decker bus parked beside the ocean,000000114844.jpg
114844,724690,red and white doubledecker bus parked in street,000000114844.jpg
114844,720370,a double stacked tour bus sitting parked on the sea wall next to the ocean,000000114844.jpg
114844,724951,A bus on the side of the street with a bunch of people in it,000000114844.jpg
114844,723346,A large double deck bus on a street.,000000114844.jpg
114846,514541,the horse is running under an american flag. ,000000114846.jpg
114846,513959,A horse pulling a sulking on a race track.,000000114846.jpg
114846,397226,A person on a cart being pulled by a horse ,000000114846.jpg
114846,399584,A man that is being pulled behind a horse.,000000114846.jpg
114846,515624,"Horse pulling a sulky at a wide, empty race track.",000000114846.jpg
114854,783785,A bathroom is cluttered with a ton of bottles.,000000114854.jpg
114854,783704,"A dirty unke,pt bathroom is littered with bottles",000000114854.jpg
114854,785417,A bathroom clutter with a lot of personal belongings,000000114854.jpg
114854,784583,"a big bathroom with a sink, toilet and bath tub in it",000000114854.jpg
114854,785165,a purple toilet seat in a small home bathroom,000000114854.jpg
114855,453491,A sidewalk sign on the side of the road.,000000114855.jpg
114855,457385,"A blue sign with white images of an Adult and Child holding hands, and a bicycle. ",000000114855.jpg
114855,450740,A street sign showing a person walking with a child and a bike sits on the sit of the road. ,000000114855.jpg
114855,820001,a pole that has a big blue sign on it,000000114855.jpg
114855,452123,A pedestrian and bicyclist crossing sign on a sidewalk..,000000114855.jpg
114861,479863,A Styrofoam cup of coffee with a wooden stirrer in it is nearly half drank.,000000114861.jpg
114861,490027,An almost empty cup of coffee with at stirrer in it.,000000114861.jpg
114861,486883,A coffee cup with a stick and coffee in it next to a keyboard.,000000114861.jpg
114861,490369,A cup with a stirrer is sitting on a desk with a keyboard.,000000114861.jpg
114861,481678,A paper coffee cup with a stirrer on a computer desk.,000000114861.jpg
114863,134139,A large giraffe standing in a field with tall grass.,000000114863.jpg
114863,145914,A single giraffe is standing near some trees.,000000114863.jpg
114863,137973,an image of an adult giraffe around trees looking at the camera,000000114863.jpg
114863,143271,There is a giraffe standing in the bushes.,000000114863.jpg
114863,139164,The giraffe stands in the middle of the forest.,000000114863.jpg
114868,147815,Tennis player keeping her eye on the approaching ball.,000000114868.jpg
114868,147275,A tennis player hitting the ball over the net.,000000114868.jpg
114868,139526,Tennis player on opposite end of court waiting for the ball.,000000114868.jpg
114868,143528,Woman on a tennis court swinging her racket at green tennis ball. ,000000114868.jpg
114868,141485,A woman tennis player in the far court hitting a tennis ball over the net.,000000114868.jpg
114869,362194,Black and tan dog laying on a bed.,000000114869.jpg
114869,362347,A black and brown dog laying on a pillow.,000000114869.jpg
114869,364207,A dog lays on a pillow while posing for the picture. ,000000114869.jpg
114869,367405,A dog rests his head on a pillow,000000114869.jpg
114869,364630,a close up of a dog laying on a pillow,000000114869.jpg
114870,737522,Two children pose with the large bear together,000000114870.jpg
114870,731129,A couple of kids leaning up against a brown teddy bear.,000000114870.jpg
114870,823716,A boy and a girl are sitting on a person wearing a large bear suit.,000000114870.jpg
114870,741800,two small kids sitting in a lap of a teddy bear,000000114870.jpg
114870,734207,Two children sit in the lap of a huge stuffed bear. ,000000114870.jpg
114879,823022,A man relaxing relaxing on a beach as people walk by,000000114879.jpg
114879,487590,A man sits in a colorful beach chair by the ocean.,000000114879.jpg
114879,488442,People walking and a man sitting in a lounge chair on a beach.,000000114879.jpg
114879,480558,A group of people standing and sitting on top of a beach.,000000114879.jpg
114879,489672,A man sitting in a chair beside the ocean. ,000000114879.jpg
114880,380255,A tennis player is bending down and swinging at the ball.,000000114880.jpg
114880,373862,A man in white shirt and shorts playing a game of tennis.,000000114880.jpg
114880,374879,A male tennis player in action on the court.,000000114880.jpg
114880,374261,A man bending down to strike a low tennis ball.,000000114880.jpg
114880,377084,The man is kneeling low to hit the tennis ball.,000000114880.jpg
114886,503239,A family sitting on the shore of a lake at sunset.,000000114886.jpg
114886,501244,Several people sitting in the sand on the beach together.,000000114886.jpg
114886,495289,A group of people sitting on a beach next to a board.,000000114886.jpg
114886,496564,Two adults and a child sit on the beach watching the waves.,000000114886.jpg
114886,494281,A group of people sitting on top of a beach.,000000114886.jpg
114891,345165,A little brown dog laying on a brown dog bed.,000000114891.jpg
114891,343428,A small dog sits on its doggie cushion.,000000114891.jpg
114891,343599,a brown dog laying in his bed with his banana toy,000000114891.jpg
114891,345180,A little brown dog rests on a pillow with a toy banana beside it. ,000000114891.jpg
114891,342765,A small dog lies on a pillow near a toy banana.,000000114891.jpg
114894,312170,A black bunk bed in a room with the name Palmer on the wall.,000000114894.jpg
114894,315932,Bunk beds occupy one corner in a bedroom,000000114894.jpg
114894,300983,"A bedroom with bunk beds decorated in red, white and black",000000114894.jpg
114894,306113,A black painted bunk bed set with ladder in child's room.,000000114894.jpg
114894,312425,A bunk bed without any mattresses on it.,000000114894.jpg
114898,787177,a bird slowly picks bus from a burd feeder,000000114898.jpg
114898,791824,A bird tries to get food from a bird feeder.,000000114898.jpg
114898,790816,a bird sitting on a bird feeder full of food ,000000114898.jpg
114898,784687,a close up of a bird eating from a feeder ,000000114898.jpg
114898,784951,a small bird is standing on a feeder outside,000000114898.jpg
114917,391159,A man making a pizza under a glass screen,000000114917.jpg
114917,392044,A man in white shirt preparing pizzas on an assembly line.,000000114917.jpg
114917,397084,A smiling man placing toppings on a pizza.,000000114917.jpg
114917,394789,A smiling chef making fresh pizzas in a restaurant,000000114917.jpg
114917,391723,A man at a restaurant smiling while preparing pizzas.,000000114917.jpg
114925,419346,Some people on a big sandy beach with a pretty kite.,000000114925.jpg
114925,418836,Father and son flying kites on the beach and in the sand,000000114925.jpg
114925,412311,A couple of people standing on top of a sandy beach.,000000114925.jpg
114925,422013,A couple of people and a kite on a beach.,000000114925.jpg
114925,419196,Two people standing on a beach getting ready to fly a kite.,000000114925.jpg
114926,408171,A elephant pressing its trunk against a gate,000000114926.jpg
114926,404739,Two elephants stand with trunks against large tubular fencing,000000114926.jpg
114926,402870,Couple of elephants standing near the gate at their zoo habitat,000000114926.jpg
114926,404952,a close up of an elephant with another elephant,000000114926.jpg
114926,403476,A couple of elephants standing next to each other .,000000114926.jpg
114940,25910,A person standing on the beach flying a kite.,000000114940.jpg
114940,23192,A girl flying a kite on a green grassy hill.,000000114940.jpg
114940,29645,A man flying a kite near a shoreline during the day.,000000114940.jpg
114940,24500,A man flying a kite by the ocean.,000000114940.jpg
114940,21359,A kite is flying over the ocean waves.,000000114940.jpg
114943,73911,A man with a suitcase standing on a train platform,000000114943.jpg
114943,72357,A man is standing next to a train with a suitcase.,000000114943.jpg
114943,70266,A man holding onto luggage standing next to a train.,000000114943.jpg
114943,77412,A young man posing on the platform next to the trainl.,000000114943.jpg
114943,74415,a man with a suitcase standing on a platform by a train,000000114943.jpg
114954,611545,"A gathering of individuals are uncovered before the open day.
",000000114954.jpg
114954,612502,A man batting right handed hitting a ball with a bat.,000000114954.jpg
114954,610048,A boy that is holding a bat in the grass.,000000114954.jpg
114954,614671,some baseball players are playing baseball on a field,000000114954.jpg
114954,609109,A person in an orange shirt threw a baseball at a person in the yellow shirt and he has his hand back.,000000114954.jpg
115003,720587,A red fire hydrant with a plant next to it,000000115003.jpg
115003,718874,a red fire hydrant with a plant growing next to it,000000115003.jpg
115003,708668,A red fire hydrant sitting next to a green plant.,000000115003.jpg
115003,718232,There is a red fire engine in front of a small weed and metal fence.,000000115003.jpg
115003,718115,A red fire hydrant on a sidewalk with a plant growing underneath.,000000115003.jpg
115005,343846,Multiple computers set up on the same wooden desk.,000000115005.jpg
115005,343477,A table with a laptop computer and three additional monitors.,000000115005.jpg
115005,341269,Three computer monitors and a laptop sitting on a table ,000000115005.jpg
115005,340126,A table with four computers sitting on it.,000000115005.jpg
115005,344920,A desk with a laptop and multiple computer monitors.,000000115005.jpg
115018,724261,A dining table that has three children seated with plates in front of them.,000000115018.jpg
115018,722524,Three children sitting at a table eating food.,000000115018.jpg
115018,713182,A couple of kids sitting in front of a dinner table.,000000115018.jpg
115018,724606,TWO CHILDREN AND A BBY SITTING AT THE TABLE EATING SALAD AND PIZZA,000000115018.jpg
115018,717646,a family sitting down at the dinner table to eat dinner,000000115018.jpg
115033,35056,Two zebra standing side by side next to a pile of stones.,000000115033.jpg
115033,45679,One zebra playfully neighs at the other in their enclosure.,000000115033.jpg
115033,42913,Two zebras are playing inside a fenced area. ,000000115033.jpg
